Investor,Year,TotalInvested_USD,DealsCount
GREE Ventures,2018.0,3500000.0,1
Ronnie Screwvala,2017.0,3500000.0,1
TV Mohandas Pai,2016.0,3500000.0,3
Lemelson Foundation,2016.0,3500000.0,1
Saif Partners,2016.0,3500000.0,1
Brand Capital,2018.0,3450000.0,1
Singularity Ventures,2017.0,3400000.0,2
Dilip Khandwelwal from SAP Labs India,2018.0,3400000.0,1
and Amrish Rau from PayU India,2018.0,3400000.0,1
Rajan Anandan from Google,2018.0,3400000.0,1
Stellaris Venture Partners and Kalaari Capital,2018.0,3400000.0,1
Florintree,2017.0,3350000.0,1
Bharat Sheth,2017.0,3350000.0,1
Chidambaram Palaniappan,2017.0,3350000.0,1
Accion Venture Lab,2018.0,3300000.0,2
Vijay Shekhar Sharma,2015.0,3250000.0,3
Anand Chandrasekaran,2016.0,3250000.0,2
WGG International,2017.0,3200000.0,1
Trifecta Capital Advisors LLP,2017.0,3200000.0,1
Aditya Agarwal,2017.0,3200000.0,1
Emergent Ventures,2017.0,3200000.0,2
Prathithi Investment Trust,2017.0,3200000.0,1
Anil Jain & other HNIs,2017.0,3200000.0,1
RNT Capital,2017.0,3200000.0,1
Dr. Ranjan Pai,2018.0,3200000.0,1
Ruchi Sanghvi & others,2017.0,3200000.0,1
Kalpvriksh,2017.0,3100000.0,1
JLL,2017.0,3100000.0,2
Mandhian family & Others,2017.0,3100000.0,1
Ganpat Singhvi,2017.0,3100000.0,1
Tarun Khandelwal,2017.0,3100000.0,1
Kalaari Capital and IDG Ventures India,2017.0,3100000.0,1
GREE Ventures,2017.0,3100000.0,1
Montane Ventures,2018.0,3100000.0,1
Atul Goel,2017.0,3100000.0,1
YCombinator,2017.0,3100000.0,1
Venugopal Dhoot,2017.0,3100000.0,1
Summit Media,2017.0,3100000.0,1
and Gurpreet Singh,2017.0,3100000.0,1
Ajay Bhatia,2017.0,3100000.0,1
3one4 Capital,2016.0,3000000.0,1
Prime Venture Partners and Others,2018.0,3000000.0,1
Vinod Khatumal,2020.0,3000000.0,1
Qasar Younis,2016.0,3000000.0,1
021 Capita,2019.0,3000000.0,1
3ONE4 Capital Advisors,2017.0,3000000.0,1
Beenext Ventures,2016.0,3000000.0,1
CureFit,2016.0,3000000.0,1
Infosys,2015.0,3000000.0,1
Mayfield India II Management Ltd,2016.0,3000000.0,1
Mangroves Capital Partners,2015.0,3000000.0,1
Kalaari Capital Partners,2017.0,3000000.0,1
Kalpavriksh,2018.0,3000000.0,1
Udayan Goyal,2017.0,3000000.0,1
TransGlobal FZC,2016.0,3000000.0,1
UC-RNT,2017.0,3000000.0,1
Accel (formerly known as Accel Partners),2018.0,3000000.0,1
Jaysukh Sapra,2016.0,3000000.0,1
RoundGlass Partners,2016.0,3000000.0,2
Neoteric Infomatique Limited,2015.0,3000000.0,1
GVFL Ltd,2016.0,3000000.0,1
Innovations East,2017.0,3000000.0,1
Manipal Global Education Services,2015.0,3000000.0,1
SIDBI Venture Capital,2018.0,3000000.0,1
SIDBI Venture Capital Limited,2016.0,3000000.0,1
SIDBI Venture Capital Ltd,2017.0,3000000.0,1
Amit Burman,2018.0,3000000.0,1
Fulcrum Ventures,2015.0,3000000.0,1
Saama Capital and Sequoia Capital,2018.0,3000000.0,1
Franchise India,2016.0,3000000.0,1
Fork Media,2016.0,3000000.0,1
Justin Kan,2016.0,3000000.0,1
Whiteboard Capital,2017.0,3000000.0,1
Samridhi Fund,2017.0,3000000.0,1
InnoVen Capital,2016.0,3000000.0,1
Axan Venture,2016.0,3000000.0,1
Qualcomm,2017.0,3000000.0,1
The Chennai Angels,2015.0,3000000.0,2
SCM Holdings,2016.0,3000000.0,1
Unilever Ventures,2018.0,3000000.0,1
Susa Ventures,2016.0,3000000.0,1
CBA Capital and others,2018.0,3000000.0,1
Naveen Tewari,2015.0,3000000.0,2
DMG Information,2015.0,3000000.0,1
Kima Ventures,2016.0,3000000.0,1
Pioneering Ventures,2017.0,3000000.0,1
Kanwaljit Singh,2015.0,3000000.0,2
Sarbvir Singh,2017.0,3000000.0,1
Syngenta AG,2017.0,3000000.0,1
North Base Media,2016.0,3000000.0,1
Amit Singhal and Unitus Seed Fund,2018.0,3000000.0,1
Sattva Capital,2016.0,3000000.0,1
Paul Bucche,2016.0,3000000.0,1
Zop Smart,2016.0,3000000.0,1
Aarin Capital,2015.0,3000000.0,1
Wu Chay Chin,2015.0,3000000.0,1
Xchange Investors NV,2016.0,3000000.0,1
Dr. Abhishek Pandey,2016.0,3000000.0,1
High Networth Individuals from India & USA,2015.0,3000000.0,1
Others,2015.0,3000000.0,2
Palred Technologies Ltd,2015.0,3000000.0,1
IAN Fund,2017.0,3000000.0,1
Quona Capital Management,2017.0,3000000.0,1
Hampton Capital,2015.0,3000000.0,1
Zephyr Peacock India,2017.0,3000000.0,1
ZigExN,2018.0,3000000.0,1
LetsVenture,2016.0,3000000.0,3
Mitsui & Co.,2017.0,3000000.0,1
Venture Works,2016.0,3000000.0,1
Vikas Saxena,2015.0,3000000.0,1
Lightspeed India,2016.0,3000000.0,1
Venture Catalysts,2017.0,2964000.0,5
Vegas Tech Fund,2015.0,2950000.0,1
Sierra Ventures,2015.0,2950000.0,1
Fireside Ventures,2017.0,2950000.0,2
Cota Capital,2015.0,2950000.0,1
\\xc2\\xa0 Start Media.,2015.0,2800000.0,1
Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim,2018.0,2800000.0,1
CA Media LP,2015.0,2800000.0,1
Rajesh Ranavat,2016.0,2750000.0,1
Shell Foundation,2019.0,2739034.68,1
EcoEnterprise Fund,2019.0,2739034.68,1
Engie RDE Fund,2019.0,2739034.68,1
and Lendahand,2019.0,2739034.68,1
Alpha Mundi,2019.0,2739034.68,1
Triodos,2019.0,2739034.68,1
Endeavor Catalyst Fund,2019.0,2739034.68,1
DILA CAPITAL,2019.0,2739034.68,1
EDFIMC (ElectriFI),2019.0,2739034.68,1
CoCapital,2019.0,2739034.68,1
Firoze Irani,2017.0,2700000.0,1
Brand Capital,2017.0,2700000.0,3
Aspada Investments,2017.0,2700000.0,1
Vipul Parekh,2017.0,2700000.0,1
CSC Upshot & Angel investors,2016.0,2700000.0,1
Notion Capital,2017.0,2700000.0,1
Acumen Fund,2015.0,2700000.0,3
Rajesh K Murthy,2017.0,2700000.0,1
Singapore Angel Network,2017.0,2700000.0,3
Ananda Kallugadde,2017.0,2700000.0,1
Transmedia Capital,2016.0,2700000.0,1
Nelstone Ventures,2016.0,2700000.0,1
Maiden Lane Ventures,2016.0,2700000.0,1
Infuse Ventures,2017.0,2600000.0,1
Outbox Ventures,2015.0,2590000.0,3
Infuse Ventures,2015.0,2550000.0,2
IL&FS Private Equity,2018.0,2500000.0,1
Madhukar Gangadi,2015.0,2500000.0,1
Shamik Sharma,2015.0,2500000.0,1
Srini Koppolu & SIDBI,2015.0,2500000.0,1
ajesh K Murthy,2016.0,2500000.0,1
Srini Raju,2015.0,2500000.0,1
Mistletoe,2016.0,2500000.0,1
Base of Pyramid Asia (BOPA) Pte Ltd,2018.0,2500000.0,1
Vipul Parekh,2016.0,2500000.0,1
Khosla Impact,2015.0,2500000.0,1
Blume Ventures,2019.0,2500000.0,1
Lionrock Capital,2018.0,2500000.0,1
Ventureast and Exfinity,2018.0,2500000.0,1
Satish Reddy,2015.0,2500000.0,1
Commonfloor,2015.0,2500000.0,1
European investment fund,2015.0,2500000.0,1
Kae Capital & Others,2018.0,2500000.0,1
BlackSoil Capital Pvt. Ltd.,2016.0,2500000.0,1
Acumen Fund,2016.0,2500000.0,1
Accion Venture Lab,2015.0,2500000.0,1
Blume Ventures and RTP Global,2019.0,2500000.0,1
Insitor Impact Asia Fund,2016.0,2500000.0,1
WaterBridge Ventures,2019.0,2500000.0,1
Syska LED group,2016.0,2500000.0,1
General Catalyst Partners,2016.0,2500000.0,1
IFMR Capital Finance,2017.0,2500000.0,1
Mitesh Majithia,2015.0,2500000.0,1
Rajesh Magow,2015.0,2500000.0,1
Mohit Gupta,2015.0,2500000.0,1
Manish Kheterpal,2015.0,2450000.0,2
Supera Pte Ltd,2019.0,2443495.0,1
Hyderabad Angels,2016.0,2400000.0,3
IIFL Seed Ventures,2017.0,2400000.0,1
GrowX,2017.0,2400000.0,1
SIDBI Venture Capital Ltd,2015.0,2400000.0,1
FJ Labs,2017.0,2400000.0,1
Malvinder and Shivinder Singh,2015.0,2400000.0,1
Tracxn Labs,2017.0,2400000.0,1
Axis Capital,2017.0,2400000.0,1
Gurpreet Singh & others,2015.0,2400000.0,1
NB Ventures,2017.0,2350000.0,2
Rajul Garg,2016.0,2310000.0,3
Mahindra and Mahindra Financial Services,2017.0,2300000.0,1
Vallabh Bhanshali,2016.0,2300000.0,1
N Squared Management LLC,2016.0,2300000.0,1
SRI Capital,2016.0,2300000.0,3
Jagdish & Sandeep Mehta Family Office,2016.0,2300000.0,1
TV Mohandas Pai,2015.0,2270000.0,3
William Bissell,2015.0,2250000.0,1
William Campbell,2017.0,2250000.0,1
Toos N Daruvala,2017.0,2250000.0,1
Neeraj Aggarwal,2015.0,2250000.0,1
Dunamis Ventures Pte Ltd,2017.0,2250000.0,1
Vedanta Capital,2017.0,2250000.0,1
Faering Capital,2016.0,2200000.0,1
Jason Hirschhorn,2015.0,2200000.0,1
Jarett Posner,2015.0,2200000.0,1
Info Edge (India) Ltd,2015.0,2200000.0,1
ABM Knowledgeware,2017.0,2200000.0,1
HDFC,2016.0,2200000.0,1
and Amit Bhatiani,2015.0,2200000.0,1
Elevate Sports,2016.0,2200000.0,1
Undisclosed Investors & Tamarind Family Private Trust,2016.0,2200000.0,1
TPG Growth,2015.0,2150000.0,1
Vijay Shekhar Sharma,2016.0,2150000.0,3
ah! Ventures,2016.0,2135000.0,3
Rebright Partners,2016.0,2125000.0,3
Abstract Ventures,2017.0,2100000.0,1
GrowX Ventures,2018.0,2100000.0,1
LetsVenture,2019.0,2100000.0,2
Ranjan Pai,2018.0,2100000.0,1
Apoorva Patni,2018.0,2100000.0,1
HealthQuad and Fireside Ventures,2018.0,2100000.0,1
Anthill Ventures,2017.0,2100000.0,1
91springboard,2017.0,2100000.0,1
Beenext Ventures,2018.0,2100000.0,1
Contrarian Capital,2017.0,2100000.0,1
Anupam Mittal,2016.0,2070000.0,4
Binny Bansal,2016.0,2000000.0,2
TCS,2015.0,2000000.0,1
Saha fund Partners,2018.0,2000000.0,1
\\xc2\\xa0 Mohandas Pai,2015.0,2000000.0,1
Fenqile,2016.0,2000000.0,1
Rishi Das,2017.0,2000000.0,1
Manish Maheshwari,2016.0,2000000.0,1
FAO Ventures,2016.0,2000000.0,1
Mahindra & Mahindra and Infuse Ventures,2017.0,2000000.0,1
Man Capital,2016.0,2000000.0,1
Sanjeev Kapoor,2015.0,2000000.0,1
Sarvesh Shahra & Others,2015.0,2000000.0,1
Satish Khanna and Taparia family office.,2018.0,2000000.0,1
Info Edge,2018.0,2000000.0,1
Alphard Maritime Group,2017.0,2000000.0,1
Chicago Capital Ventures,2015.0,2000000.0,1
Steven Lurie,2015.0,2000000.0,1
AET Fund,2018.0,2000000.0,1
Praveen Sinha,2015.0,2000000.0,1
Stanford Angels,2016.0,2000000.0,2
Shripad Nadkarni,2015.0,2000000.0,1
Ashish Kacholi,2018.0,2000000.0,1
Contrarian Vriddhi Fund,2016.0,2000000.0,1
S Chand Group,2018.0,2000000.0,1
\\xc2\\xa0 Accel Partners India,2015.0,2000000.0,1
Naveen Arya,2016.0,2000000.0,1
Aramex Ventures Llc,2016.0,2000000.0,1
Mount Nathan Advisors,2015.0,2000000.0,1
Unicorn India Ventures and ISME ACE.,2018.0,2000000.0,1
Others,2018.0,2000000.0,1
Unilazer Ventures,2017.0,2000000.0,1
Simile Ventures,2017.0,2000000.0,1
HDFC,2015.0,2000000.0,1
Cataraman Ventures,2015.0,2000000.0,1
Arihant Patni of Patni Family Office,2018.0,2000000.0,1
Lok Capital,2018.0,2000000.0,1
Sherpalo Ventures,2015.0,2000000.0,1
Rajesh Ramaiah,2017.0,2000000.0,1
Dr Faraz Naqvi,2015.0,2000000.0,1
3 undisclosed HNIs,2016.0,2000000.0,1
Dr Mushtaq Shah,2015.0,2000000.0,1
Siddhartha Gupta,2016.0,2000000.0,1
Leo Capital,2018.0,2000000.0,1
Sophia Investment ApS,2016.0,2000000.0,1
Matrix PArtners,2017.0,2000000.0,1
LG Chandrasekhar,2017.0,2000000.0,2
Mumbai Angels,2015.0,2000000.0,2
Nirvana Venture Advisors,2015.0,2000000.0,1
Shardul Amarchand Mangaldas,2018.0,2000000.0,1
Ramakant Sharma,2015.0,2000000.0,1
Ashvin Chadha,2016.0,2000000.0,1
Arun Chandra Mohan,2015.0,2000000.0,1
Grey Orange,2017.0,2000000.0,1
Yeahmobi,2016.0,2000000.0,1
Ranjan Sharma,2016.0,2000000.0,1
Elevate Sports,2015.0,2000000.0,1
Karanpal Singh,2015.0,2000000.0,1
Ritesh Dwivedy,2015.0,2000000.0,1
Pankaj Gupta,2015.0,2000000.0,1
CASHurDRIVE Marketing Pvt Ltd,2016.0,2000000.0,1
Anjali Bansal,2018.0,2000000.0,1
Akatsuki and Incubate Fund from Japan and Better Capital AngelList syndicate.,2018.0,2000000.0,1
InnoVen Capital,2015.0,2000000.0,1
Insistor,2018.0,2000000.0,1
Tiger Global Management,2017.0,2000000.0,1
Ivy League Alumni Angel Network,2016.0,2000000.0,1
Oliphabs Capital,2015.0,2000000.0,1
SRI Capital,2017.0,2000000.0,2
Girnar Software,2018.0,2000000.0,1
Tarun Joshi,2016.0,2000000.0,1
\\xc2\\xa0 Ravi Saxena & Others,2015.0,2000000.0,1
Oikocredit,2018.0,2000000.0,1
Ruizheng Investment,2019.0,2000000.0,1
SAP.iO,2017.0,2000000.0,1
Man Capital LLP,2018.0,2000000.0,1
Sanjay Mehta,2015.0,2000000.0,1
IndiaNivesh Venture Capital Fund,2017.0,2000000.0,1
Tushar Singh,2016.0,2000000.0,1
Indian Angel Network (IAN),2016.0,2000000.0,1
Anshuman Das,2017.0,2000000.0,1
Romulus Capital,2016.0,2000000.0,1
FF Angel,2016.0,2000000.0,1
Exfinity Venture,2018.0,2000000.0,1
Accel,2017.0,2000000.0,1
Alok Mittal,2015.0,1950000.0,2
Zishaan Hayath,2016.0,1950000.0,2
Trifecta Capital,2018.0,1935089.0,2
Rajan Anandan,2015.0,1931000.0,5
RuNet & Other,2018.0,1930000.0,1
Undisclosed investor,2016.0,1921000.0,6
Kunal Shah & Sandeep Tandon,2015.0,1900000.0,1
Pravega Ventures,2017.0,1900000.0,2
Vidal Healthcare,2018.0,1900000.0,1
BEENEXT Ventures,2015.0,1900000.0,1
Powai Lake Ventures,2015.0,1895000.0,3
Arihant Patni,2015.0,1880000.0,2
Undisclosed HNIs,2016.0,1845000.0,4
Zishaan Hayath,2015.0,1810000.0,3
Version One Ventures,2015.0,1800000.0,1
The HR Fund,2016.0,1800000.0,1
HT Media,2017.0,1800000.0,1
LetsVenture,2017.0,1800000.0,3
Quintillion Media,2016.0,1800000.0,1
Nexus Venture Partners and Arena Ventures,2015.0,1800000.0,1
Sprout Venture Partners,2020.0,1800000.0,1
Gaurav Bhalotia,2016.0,1800000.0,2
Lumis Partners,2016.0,1800000.0,1
Undisclosed HNIs,2015.0,1800000.0,1
SIDBI Venture Capital Fund,2017.0,1790000.0,1
Vishal Gondal,2015.0,1750000.0,1
Sateesh Andara & others,2015.0,1750000.0,1
KStart Capital,2017.0,1750000.0,2
Bertelsmann India Investments,2018.0,1700000.0,1
Kashyap Deorah,2015.0,1700000.0,1
Kartik Hosanagar,2015.0,1700000.0,1
Hyperplane Venture Capital and several angel investors,2018.0,1700000.0,1
Ideaspring Capital,2017.0,1700000.0,3
John Katzman,2015.0,1700000.0,1
Bijou Kurien,2015.0,1700000.0,2
Allen Blue,2015.0,1700000.0,1
Phanindra Sama,2016.0,1700000.0,2
Blacksoil Capital Pvt. Ltd,2017.0,1700000.0,1
Blue Fog Capital,2015.0,1700000.0,1
\\xc2\\xa0 Abhishek Jain,2016.0,1700000.0,1
M&S Partners,2015.0,1660000.0,2
YouWeCan Ventures,2015.0,1630000.0,2
IL&FS Investment Managers,2017.0,1600000.0,1
Aprameya Radhakrishna,2016.0,1600000.0,2
Brick Eagle,2015.0,1600000.0,1
Calcutta Angels,2015.0,1600000.0,3
Snow Leopard Technology Ventures,2015.0,1600000.0,1
Omidyar Network.,2017.0,1600000.0,1
Sarath Sura,2016.0,1595000.0,2
Flipkart Logistics Pvt. Ltd,2016.0,1580000.0,1
RAAY Global Investments,2015.0,1530000.0,1
Vibhu Garg,2016.0,1500000.0,2
Prime Venture Partners,2019.0,1500000.0,1
Mohammed Bin Abdul Rehman Al Khalifa,2015.0,1500000.0,1
BlackSoil Capital Pvt. Ltd,2017.0,1500000.0,1
\\xc2\\xa0 Balamurali Krishna,2015.0,1500000.0,1
BeeNext,2017.0,1500000.0,1
Swati Gupta,2017.0,1500000.0,1
Touchstone Equities,2018.0,1500000.0,1
Hyderabad Angels,2017.0,1500000.0,1
Ajai Chowdhary,2015.0,1500000.0,1
Kalaari Capital Accelerator Program,2016.0,1500000.0,3
Exfinity Fund,2015.0,1500000.0,1
Maheshwar Peri,2017.0,1500000.0,1
Ashok Agarwal,2015.0,1500000.0,1
122 West Ventures,2017.0,1500000.0,1
1Crowd,2017.0,1500000.0,3
Purnima Khandelwal,2017.0,1500000.0,1
Nikhil Vora,2015.0,1500000.0,1
Mayur Abhaya,2017.0,1500000.0,1
Digital Currency Group,2016.0,1500000.0,1
Bank to the Future and Funders Club,2016.0,1500000.0,1
BVR Mohan Reddy,2018.0,1500000.0,1
Vissal Mathew,2015.0,1500000.0,1
\\xc2\\xa0 Ralph Berezan,2015.0,1500000.0,1
S. Xavier Britto,2017.0,1500000.0,1
S Somasegar,2016.0,1500000.0,1
Pearson Learning Fund,2015.0,1500000.0,1
Boost VC,2016.0,1500000.0,1
Sanjay Singh,2017.0,1500000.0,1
Sashi Reddi & Other unnamed investors,2016.0,1500000.0,1
Himanshu Aggrawal,2016.0,1500000.0,1
Raghunandan G,2016.0,1500000.0,2
Tolaram Inc,2017.0,1500000.0,1
Lashit Sanghvi,2015.0,1500000.0,1
Mountain Pine Capital,2017.0,1500000.0,1
Sameer Koticha,2015.0,1500000.0,1
Girish Mathrubootham,2016.0,1500000.0,1
Uniqorn Ventures Fund,2016.0,1500000.0,1
Rohit MA,2017.0,1500000.0,1
Rohit Jain,2016.0,1500000.0,1
Kunal Shah,2017.0,1500000.0,2
Eight Roads Ventures,2018.0,1500000.0,1
Omidyar Network & Others,2018.0,1500000.0,1
Sunil Goyal Ashish Gupta,2016.0,1500000.0,1
Omidyar Network and Accion Venture Labs,2018.0,1500000.0,1
Chennai Angels,2016.0,1500000.0,1
Rajiv Mody,2015.0,1500000.0,1
Great Oaks Ventures,2017.0,1500000.0,1
PS1 Venture and GlobalLogic co-founder Rajul Garg,2019.0,1500000.0,1
Venture Catalysts,2018.0,1500000.0,2
Venkat Vardhan,2015.0,1500000.0,1
Soma Capital,2017.0,1500000.0,1
Mumbai Angel,2017.0,1500000.0,1
Axilor Ventures,2018.0,1500000.0,2
Mekin Maheshwari,2017.0,1500000.0,2
Mukul Singhal,2016.0,1500000.0,1
GrowX Ventures.,2015.0,1500000.0,1
Singapore Angel Network,2015.0,1490000.0,3
MoMagic Technologies,2016.0,1475000.0,2
Vikram Chachra,2015.0,1470000.0,4
Group of Angel Investors,2015.0,1459600.0,13
\\xc2\\xa0 Puneet Dalmia,2015.0,1450000.0,1
Oliphans Capital,2015.0,1450000.0,2
The Chennai Angels,2017.0,1411000.0,2
Vy Capital and others,2018.0,1400000.0,1
Khosla Ventures,2018.0,1400000.0,1
Unilazer Fund,2016.0,1400000.0,1
Lakshmi Vilas Bank & undisclosed HNIs,2016.0,1400000.0,1
GVFL,2017.0,1400000.0,1
Times Internet,2017.0,1400000.0,1
Multipoint Capital,2017.0,1400000.0,1
\\xc2\\xa0 Phanindra Sama,2016.0,1400000.0,1
Peyush Bansal,2016.0,1400000.0,1
undisclosed investor,2016.0,1375000.0,2
Infina Finance Pvt. Ltd,2016.0,1350000.0,1
Saha Fund,2017.0,1350000.0,1
MediAssist,2017.0,1350000.0,1
Uday Kotak,2016.0,1350000.0,1
Gaurav Bhatnagar,2015.0,1300000.0,1
Max Levchin,2016.0,1300000.0,1
Dream Incubator,2019.0,1300000.0,1
InfoEdge,2017.0,1300000.0,1
Ankush Nijhawan,2015.0,1300000.0,1
Scott Banister,2016.0,1300000.0,1
Traxcn Labs & Others,2015.0,1300000.0,1
YourNest Venture Capital And Other Angel Investors,2018.0,1300000.0,1
Manish Dhingra,2015.0,1300000.0,1
Mayfield Fund,2018.0,1300000.0,1
Exfinity Venture Partners,2017.0,1250000.0,1
WEH Ventures and Sprout Ventures,2018.0,1250000.0,1
BeeNext,2018.0,1250000.0,1
Info Edge (India) Ltd,2017.0,1250000.0,1
Unicorn India Ventures,2016.0,1235000.0,3
The Chennai Angels,2016.0,1203000.0,4
Venky Harinarayan,2016.0,1200000.0,1
Aprameya Radhakrishnan,2016.0,1200000.0,1
Soham Vencaps,2016.0,1200000.0,1
Anand Rajaraman,2016.0,1200000.0,1
Rajan Anandan & other angel investors,2015.0,1200000.0,1
Grace Capital Ventures,2016.0,1200000.0,1
Paula Ravindra Mariwala,2016.0,1200000.0,1
Atul Nishar,2017.0,1200000.0,1
SQue Capital,2016.0,1200000.0,1
Abhishek Gupta,2015.0,1200000.0,1
Kris Gopalakrishnan & Others,2015.0,1200000.0,1
Tracxn Labs,2015.0,1200000.0,2
India Quotient.,2015.0,1200000.0,1
Subba Rao Telidevara,2016.0,1200000.0,1
Unilazer,2015.0,1200000.0,1
Narayan Ramachandran,2015.0,1200000.0,1
Kiran Mazumdar-Shaw,2016.0,1200000.0,1
Aamir Khan,2017.0,1200000.0,1
LetsVenture,2018.0,1185000.0,2
Astarc Ventures,2015.0,1180000.0,2
Amit Gupta,2015.0,1150000.0,3
Larry Braitman,2015.0,1150000.0,1
Venk Krishna,2015.0,1150000.0,1
Subrata Mitra,2015.0,1150000.0,1
LetsVenture,2015.0,1130000.0,4
Arthavida Ventures,2018.0,1100000.0,1
Insignia Ventures Partners,2018.0,1100000.0,1
Pravega Ventures and Beenext,2018.0,1100000.0,1
Sunil Munjal,2017.0,1100000.0,1
Indian Angel Network (IAN),2017.0,1100000.0,1
Jitendra Gupta & Others,2018.0,1100000.0,1
Shorooq Investments,2018.0,1100000.0,1
IDFC-Parampara Capital,2018.0,1100000.0,1
BEENEXT,2017.0,1100000.0,1
IDG ventures,2017.0,1100000.0,1
Bharat Innovation,2018.0,1100000.0,1
500 Startups & Other HNIs,2015.0,1100000.0,1
Speciale Invest & Others,2018.0,1100000.0,1
LetsVenture & Others,2018.0,1100000.0,1
Lightbridge Partners & Kairos,2018.0,1100000.0,1
Steelhead Ventures & Others,2016.0,1070000.0,1
Plug and Play Tech Center,2016.0,1070000.0,1
Helion Venture Partners,2016.0,1050000.0,1
MEMG Family Office,2018.0,1040000.0,1
Kris Gopalakrishnan,2018.0,1040000.0,1
S Gopal,2018.0,1040000.0,1
Pratithi Investment Trust,2018.0,1040000.0,1
Ananda Kallugadde,2016.0,1000000.0,1
Dheerag Jain,2016.0,1000000.0,1
Sol Primero,2015.0,1000000.0,4
Dheeraj Pandey,2017.0,1000000.0,1
NEA,2015.0,1000000.0,1
hooting Starts Sports LLP,2016.0,1000000.0,1
& Others,2016.0,1000000.0,1
Vikas Taneja & others,2015.0,1000000.0,1
YourNest Angel Fund\\xc2\\xa0 & Others,2016.0,1000000.0,1
Zia Mody,2016.0,1000000.0,1
Un disclosed investors,2016.0,1000000.0,1
Abu Farhan Azmi,2017.0,1000000.0,1
Redbright Partners,2015.0,1000000.0,1
Reema Kagati,2015.0,1000000.0,1
Reliance Capital Venture,2015.0,1000000.0,1
Ruchi Narain,2015.0,1000000.0,1
Reliance Corporate Advisory Services Ltd,2017.0,1000000.0,1
Vishal Gondal,2016.0,1000000.0,1
Endiya Partners,2019.0,1000000.0,1
Endiya Partners,2016.0,1000000.0,1
Orios Venture Partner,2015.0,1000000.0,1
HR Fund,2018.0,1000000.0,1
YourNest Angel Fund,2017.0,1000000.0,1
PurpleTalk Inc,2016.0,1000000.0,1
Naya Ventures,2015.0,1000000.0,1
Aavishkaar Venture Management,2016.0,1000000.0,1
Nitin Bagmane & Other undisclosed investors,2016.0,1000000.0,1
Equanimity Venture Fund,2018.0,1000000.0,1
Milliways Ventures,2015.0,1000000.0,1
Karanpal Singh & Others,2016.0,1000000.0,1
Polaris Fund,2018.0,1000000.0,1
Powai Lake Ventures,2016.0,1000000.0,1
Powerhouse Ventures (USA).,2015.0,1000000.0,1
Bessemer Ventures,2015.0,1000000.0,1
\\xc2\\xa0 Sandeep Tandon,2016.0,1000000.0,1
\\xc2\\xa0 Smart Start Fund; Kunal Shah,2016.0,1000000.0,1
Ashish Tulsian,2016.0,1000000.0,1
Alfa Capital,2017.0,1000000.0,1
Alfa Capital,2018.0,1000000.0,1
Paragon Partners,2015.0,1000000.0,1
Paragon Trust,2017.0,1000000.0,1
Mantra Ventures,2015.0,1000000.0,1
Mape Advisory,2015.0,1000000.0,1
Parampara Capital,2015.0,1000000.0,1
Parampara Capital,2016.0,1000000.0,1
Surot Chatterjee,2017.0,1000000.0,1
Grey Orange Robotics,2016.0,1000000.0,1
Group of HNI investors,2015.0,1000000.0,1
Ajay Relan,2017.0,1000000.0,1
Sharad Hegde,2015.0,1000000.0,1
Ravi Garikipati,2017.0,1000000.0,1
Ravi Gururaj,2015.0,1000000.0,2
Omnivore Capital,2016.0,1000000.0,1
Anil Matai,2015.0,1000000.0,1
Green Shots Capital,2018.0,1000000.0,1
NB Ventures,2016.0,1000000.0,1
Real Time Ventures,2017.0,1000000.0,1
Vipin Agarwal and others.,2018.0,1000000.0,1
Abhinav Bindra,2017.0,1000000.0,1
DIG Investment Ab,2019.0,1000000.0,1
Shun Yoshida & Others,2016.0,1000000.0,1
Keiretsu Forum,2017.0,1000000.0,1
Shreyans Shah,2016.0,1000000.0,1
Real Time Ventures.,2018.0,1000000.0,1
Stevens Creek Ventures,2018.0,1000000.0,1
Amiya Pathak,2017.0,1000000.0,1
GirnarSoft,2015.0,1000000.0,1
Globevestor,2016.0,1000000.0,1
Gokul Jaykrishna,2015.0,1000000.0,1
Shivani Singh,2018.0,1000000.0,1
IDFC Parampara Early Stage Opportunities Fund,2017.0,1000000.0,1
Shrikant Patil,2015.0,1000000.0,1
Sunil Mehta,2016.0,1000000.0,1
Alok Rawat,2016.0,1000000.0,1
Mohit Goel,2016.0,1000000.0,1
RoundGlass Partners,2015.0,1000000.0,1
Undisclosed HNI investors,2016.0,1000000.0,1
GrowX ventures,2015.0,1000000.0,1
Growth DNA,2019.0,1000000.0,1
Srinivas Aluri,2015.0,1000000.0,1
Yatin Kumar Jain,2016.0,1000000.0,1
Holostik Group,2015.0,1000000.0,1
Hrishikesh Parandekar,2015.0,1000000.0,1
AJ Ventures and Jain International Trade Organisation (JITO),2018.0,1000000.0,1
BCCL,2017.0,1000000.0,1
Goldbell Group,2017.0,1000000.0,1
Swastika Co Ltd.,2016.0,1000000.0,1
IDG Ventures & Indian Angel Network,2017.0,1000000.0,1
DTDC Express Ltd,2016.0,1000000.0,1
DSG consumer Partners,2015.0,1000000.0,1
Earlsfield Capital,2017.0,1000000.0,1
Amit Patni,2015.0,1000000.0,1
Rakesh Malhotra,2016.0,1000000.0,1
Rakesh Mathur,2015.0,1000000.0,1
Rajesh Yohanan and Rahul Garg,2017.0,1000000.0,1
Darius Pandole,2016.0,1000000.0,1
